household_ID,dog_total,campaign_type,Strategy,ward,village,sub_village,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,RegionName.y,district
RCT0038,1,pulse,0,0,0,64,no_vacc,NA,1,,0,0,NA,,NA,Mara,0
RCT0037,2,pulse,0,0,0,64,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,0
RCT0036,2,pulse,0,0,0,64,yes_vacc,2,0,yes_card,1,1,NA,no,2,Mara,0
RCT0035,3,pulse,0,0,0,64,yes_vacc,3,3,yes_card,2,0,NA,no,0,Mara,0
RCT0034,1,pulse,0,0,0,64,yes_vacc,1,0,no_card,0,0,NA,no,0,Mara,0
RCT0033,1,pulse,0,0,0,64,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0032,1,pulse,0,0,0,64,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,0
RCT0031,2,pulse,0,0,0,64,yes_vacc,2,0,unknown,1,1,NA,no,0,Mara,0
RCT1159,5,continuous,2,1,1,82,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1157,1,continuous,2,1,1,82,yes_vacc,1,0,no_card,1,1,NA,no,1,Mara,1
RCT1156,1,continuous,2,1,1,82,yes_vacc,1,0,no_card,0,0,NA,no,0,Mara,1
RCT1155,1,continuous,2,1,1,82,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1154,2,continuous,2,1,1,82,yes_vacc,2,0,no_card,2,0,NA,no,2,Mara,1
RCT1153,2,continuous,2,1,1,82,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1152,1,continuous,2,1,1,82,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1151,2,continuous,2,1,1,82,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1151,1,continuous,2,1,1,82,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,1
RCT1169,2,continuous,2,1,1,24,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1168,5,continuous,2,1,1,24,no_vacc,NA,5,,5,0,NA,,NA,Mara,1
RCT1167,3,continuous,2,1,1,24,unknown,NA,0,,3,0,NA,,NA,Mara,1
RCT1166,2,continuous,2,1,1,24,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1165,4,continuous,2,1,1,24,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,1
RCT1164,4,continuous,2,1,1,24,no_vacc,NA,4,,4,0,NA,,NA,Mara,1
RCT1163,3,continuous,2,1,1,24,no_vacc,NA,3,,3,0,NA,,NA,Mara,1
RCT1162,1,continuous,2,1,1,24,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1161,2,continuous,2,1,1,24,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1160,1,continuous,2,1,1,24,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1179,1,continuous,2,1,25,106,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1178,1,continuous,2,1,25,106,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1177,1,continuous,2,1,25,106,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,1
RCT1176,1,continuous,2,1,25,106,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1175,1,continuous,2,1,25,106,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1174,1,continuous,2,1,25,106,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,1
RCT1173,1,continuous,2,1,25,106,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1172,2,continuous,2,1,25,106,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1171,1,continuous,2,1,25,106,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,1
RCT1170,2,continuous,2,1,25,106,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,1
RCT0620,4,continuous,1,11,42,101,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0619,2,continuous,1,11,42,101,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0618,3,continuous,1,11,42,101,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0617,1,continuous,1,11,42,101,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0616,2,continuous,1,11,42,101,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,2
RCT0615,1,continuous,1,11,42,101,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0614,4,continuous,1,11,42,101,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,2
RCT0613,3,continuous,1,11,42,101,yes_vacc,3,0,yes_card,2,2,NA,no,3,Mara,2
RCT0612,2,continuous,1,11,42,101,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0611,2,continuous,1,11,42,101,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0610,1,continuous,1,11,42,41,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0609,2,continuous,1,11,42,41,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0608,1,continuous,1,11,42,41,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0607,3,continuous,1,11,42,41,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0606,1,continuous,1,11,42,41,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0605,5,continuous,1,11,42,41,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,2
RCT0604,4,continuous,1,11,42,41,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,2
RCT0603,1,continuous,1,11,42,41,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0602,4,continuous,1,11,42,41,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,2
RCT0601,1,continuous,1,11,42,41,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0600,2,continuous,1,11,42,100,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0599,3,continuous,1,11,42,100,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0598,1,continuous,1,11,42,100,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0597,3,continuous,1,11,42,100,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0596,3,continuous,1,11,42,100,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0595,2,continuous,1,11,42,100,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0594,2,continuous,1,11,42,100,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0593,5,continuous,1,11,42,100,yes_vacc,4,1,yes_card,5,4,NA,no,4,Mara,2
RCT0592,2,continuous,1,11,42,100,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0591,2,continuous,1,11,42,100,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0590,1,continuous,1,11,40,118,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0589,3,continuous,1,11,40,118,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0588,2,continuous,1,11,40,118,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0587,1,continuous,1,11,40,118,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0586,4,continuous,1,11,40,118,yes_vacc,4,0,unknown,4,4,NA,no,4,Mara,2
RCT0585,2,continuous,1,11,40,118,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0584,1,continuous,1,11,40,118,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0583,1,continuous,1,11,40,118,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0582,2,continuous,1,11,40,118,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0581,1,continuous,1,11,40,118,yes_vacc,1,0,yes_card,1,1,NA,no,0,Mara,2
RCT0580,2,continuous,1,11,40,34,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0579,5,continuous,1,11,40,34,yes_vacc,4,1,yes_card,3,2,NA,no,4,Mara,2
RCT0578,2,continuous,1,11,40,34,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0577,3,continuous,1,11,40,34,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0576,2,continuous,1,11,40,34,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0575,2,continuous,1,11,40,34,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0574,2,continuous,1,11,40,34,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0573,5,continuous,1,11,40,34,yes_vacc,5,0,yes_card,5,5,NA,no,4,Mara,2
RCT0572,1,continuous,1,11,40,34,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0571,1,continuous,1,11,40,34,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT1196,3,continuous,2,1,25,63,no_vacc,NA,3,,3,0,NA,,NA,Mara,1
RCT1196,3,continuous,2,1,25,63,no_vacc,NA,3,,3,0,NA,,NA,Mara,1
RCT1196,3,continuous,2,1,25,63,no_vacc,NA,3,,3,0,NA,,NA,Mara,1
RCT1196,3,continuous,2,1,25,63,no_vacc,NA,3,,3,0,NA,,NA,Mara,1
RCT1197,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1197,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1197,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1197,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1198,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1198,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1198,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1198,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1199,2,continuous,2,1,25,63,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1199,2,continuous,2,1,25,63,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1199,2,continuous,2,1,25,63,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1199,2,continuous,2,1,25,63,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1200,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1200,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1201,2,continuous,2,1,25,63,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1201,2,continuous,2,1,25,63,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT1193,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1193,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1192,3,continuous,2,1,25,63,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1192,3,continuous,2,1,25,63,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,1
RCT1191,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1191,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1190,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1190,1,continuous,2,1,25,63,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1189,1,continuous,2,1,25,131,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1188,1,continuous,2,1,25,131,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1187,1,continuous,2,1,25,131,yes_vacc,1,0,yes_card,1,1,NA,no,0,Mara,1
RCT1186,1,continuous,2,1,25,131,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,1
RCT1185,1,continuous,2,1,25,131,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1184,1,continuous,2,1,25,131,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1183,2,continuous,2,1,25,131,yes_vacc,2,0,yes_card,0,0,NA,no,2,Mara,1
RCT1182,2,continuous,2,1,25,131,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,1
RCT1181,2,continuous,2,1,25,131,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,1
RCT1180,2,continuous,2,1,25,131,yes_vacc,2,0,yes_card,0,0,NA,no,2,Mara,1
RCT1211,2,continuous,2,1,31,79,unknown,NA,2,,2,0,NA,,NA,Mara,1
RCT1210,1,continuous,2,1,31,79,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1209,2,continuous,2,1,31,79,no_vacc,NA,0,,2,0,NA,,NA,Mara,1
RCT1208,1,continuous,2,1,31,79,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1207,3,continuous,2,1,31,79,yes_vacc,2,1,yes_card,3,1,NA,no,2,Mara,1
RCT1206,2,continuous,2,1,31,79,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1205,4,continuous,2,1,31,79,no_vacc,NA,4,,4,0,NA,,NA,Mara,1
RCT1204,1,continuous,2,1,31,79,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1203,3,continuous,2,1,31,79,yes_vacc,2,3,yes_card,1,0,NA,no,2,Mara,1
RCT1202,1,continuous,2,1,31,79,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0501,1,continuous,3,9,39,129,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0530,2,continuous,3,9,39,130,no_vacc,NA,2,,NA,0,NA,,NA,Mara,1
RCT0529,3,continuous,3,9,39,130,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
RCT0528,1,continuous,3,9,39,130,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0527,4,continuous,3,9,39,130,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,1
RCT0526,1,continuous,3,9,39,130,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,1
RCT0525,2,continuous,3,9,39,130,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT0524,2,continuous,3,9,39,130,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT0523,1,continuous,3,9,39,130,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0522,1,continuous,3,9,39,130,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0521,1,continuous,3,9,39,130,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,1
RCT0540,2,continuous,3,9,37,103,no_vacc,NA,2,,1,0,NA,,NA,Mara,1
RCT0539,2,continuous,3,9,37,103,no_vacc,NA,2,,1,0,NA,,NA,Mara,1
RCT0538,1,continuous,3,9,37,103,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,1
RCT0537,1,continuous,3,9,37,103,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0536,2,continuous,3,9,37,103,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT0535,1,continuous,3,9,37,103,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0534,1,continuous,3,9,37,103,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0533,2,continuous,3,9,37,103,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT0532,1,continuous,3,9,37,103,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0531,1,continuous,3,9,37,103,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0550,3,continuous,3,9,37,123,yes_vacc,2,1,yes_card,2,1,NA,no,2,Mara,1
RCT0549,1,continuous,3,9,37,123,no_vacc,NA,1,,NA,0,NA,,NA,Mara,1
RCT0548,4,continuous,3,9,37,123,yes_vacc,3,1,yes_card,3,2,1,yes,3,Mara,1
RCT0547,2,continuous,3,9,37,123,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT0546,3,continuous,3,9,37,123,yes_vacc,1,2,yes_card,1,0,NA,no,1,Mara,1
RCT0545,2,continuous,3,9,37,123,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT0544,2,continuous,3,9,37,123,no_vacc,NA,0,,2,0,NA,,NA,Mara,1
RCT0543,2,continuous,3,9,37,123,no_vacc,NA,2,,2,0,NA,,NA,Mara,1
RCT0542,1,continuous,3,9,37,123,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0541,2,continuous,3,9,37,123,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT0560,1,continuous,3,9,37,45,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0559,1,continuous,3,9,37,45,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0558,3,continuous,3,9,37,45,yes_vacc,2,1,yes_card,2,2,NA,no,2,Mara,1
RCT0557,1,continuous,3,9,37,45,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0556,1,continuous,3,9,37,45,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0555,1,continuous,3,9,37,45,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0554,1,continuous,3,9,37,45,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT0553,1,continuous,3,9,37,45,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0552,2,continuous,3,9,37,45,yes_vacc,1,1,yes_card,1,0,1,yes,1,Mara,1
RCT0551,1,continuous,3,9,37,45,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT0570,3,continuous,1,11,40,33,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0569,1,continuous,1,11,40,33,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0568,1,continuous,1,11,40,33,yes_vacc,2,0,yes_card,1,1,NA,no,2,Mara,2
RCT0567,1,continuous,1,11,40,33,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0566,1,continuous,1,11,40,33,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0565,2,continuous,1,11,40,33,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0564,2,continuous,1,11,40,33,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0563,1,continuous,1,11,40,33,yes_vacc,2,0,yes_card,1,1,NA,no,2,Mara,2
RCT0562,2,continuous,1,11,40,33,yes_vacc,3,0,yes_card,2,2,NA,no,3,Mara,2
RCT0561,2,continuous,1,11,40,33,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0630,1,continuous,1,11,43,68,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0629,1,continuous,1,11,43,68,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0628,3,continuous,1,11,43,68,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0627,2,continuous,1,11,43,68,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0626,2,continuous,1,11,43,68,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0625,2,continuous,1,11,43,68,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0624,1,continuous,1,11,43,68,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0623,2,continuous,1,11,43,68,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0622,3,continuous,1,11,43,68,yes_vacc,3,1,yes_card,4,3,NA,no,3,Mara,2
RCT0621,4,continuous,1,11,43,68,yes_vacc,2,2,unknown,4,2,NA,no,2,Mara,2
RCT0640,2,continuous,1,11,43,1,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0639,1,continuous,1,11,43,1,yes_vacc,1,0,yes_card,1,0,1,yes,1,Mara,2
RCT0638,3,continuous,1,11,43,1,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0637,1,continuous,1,11,43,1,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0636,5,continuous,1,11,43,1,yes_vacc,4,1,yes_card,5,4,NA,no,4,Mara,2
RCT0635,4,continuous,1,11,43,1,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0634,2,continuous,1,11,43,1,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0633,1,continuous,1,11,43,1,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0632,1,continuous,1,11,43,1,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0631,2,continuous,1,11,43,1,yes_vacc,1,1,unknown,2,1,NA,no,0,Mara,2
RCT0650,2,continuous,1,11,43,37,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0649,3,continuous,1,11,43,37,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0648,2,continuous,1,11,43,37,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0647,3,continuous,1,11,43,37,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0646,2,continuous,1,11,43,37,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0645,2,continuous,1,11,43,37,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0644,1,continuous,1,11,43,37,no_vacc,NA,0,,1,0,NA,,NA,Mara,2
RCT0643,2,continuous,1,11,43,37,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0642,3,continuous,1,11,43,37,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0641,3,continuous,1,11,43,37,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT1221,1,continuous,2,1,31,22,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1220,1,continuous,2,1,31,22,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1219,1,continuous,2,1,31,22,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1218,1,continuous,2,1,31,22,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1217,1,continuous,2,1,31,22,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1216,3,continuous,2,1,31,22,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
RCT1214,1,continuous,2,1,31,22,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1213,2,continuous,2,1,31,22,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT1211,1,continuous,2,1,31,22,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1231,2,continuous,2,1,31,113,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1230,2,continuous,2,1,31,113,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT1229,1,continuous,2,1,31,113,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1228,1,continuous,2,1,31,113,yes_vacc,1,0,yes_card,2,1,NA,no,1,Mara,1
RCT1227,1,continuous,2,1,31,113,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1226,4,continuous,2,1,31,113,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,1
RCT1225,1,continuous,2,1,31,113,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1224,1,continuous,2,1,31,113,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1223,2,continuous,2,1,31,113,yes_vacc,2,0,yes_card,2,1,NA,no,1,Mara,1
RCT1222,2,continuous,2,1,31,113,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,1
RCT0670,5,continuous,1,11,38,49,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,2
RCT0669,2,continuous,1,11,38,49,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0668,1,continuous,1,11,38,49,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0667,1,continuous,1,11,38,49,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0666,2,continuous,1,11,38,49,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0665,2,continuous,1,11,38,49,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0664,1,continuous,1,11,38,49,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0663,4,continuous,1,11,38,49,no_vacc,NA,4,,4,0,NA,,NA,Mara,2
RCT0662,3,continuous,1,11,38,49,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0661,5,continuous,1,11,38,49,no_vacc,NA,5,,5,0,NA,,NA,Mara,2
RCT0660,3,continuous,1,11,38,35,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0659,2,continuous,1,11,38,35,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0658,4,continuous,1,11,38,35,no_vacc,NA,4,,4,8,NA,,NA,Mara,2
RCT0657,11,continuous,1,11,38,35,yes_vacc,1,10,unknown,11,1,NA,no,0,Mara,2
RCT0656,3,continuous,1,11,38,35,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0655,6,continuous,1,11,38,35,yes_vacc,4,2,yes_card,6,4,NA,no,4,Mara,2
RCT0654,3,continuous,1,11,38,35,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0653,3,continuous,1,11,38,35,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0652,4,continuous,1,11,38,35,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,2
RCT0651,2,continuous,1,11,38,35,yes_vacc,2,0,unknown,2,2,NA,no,2,Mara,2
RCT0070,1,continuous,2,5,9,69,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0090,4,continuous,2,5,9,96,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,0
RCT0069,3,continuous,2,5,9,69,yes_vacc,3,0,yes_card,2,3,NA,no,3,Mara,0
RCT0089,2,continuous,2,5,9,96,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0068,1,continuous,2,5,9,69,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0088,2,continuous,2,5,9,96,yes_vacc,2,0,yes_card,1,2,NA,no,2,Mara,0
RCT0067,1,continuous,2,5,9,69,no_vacc,NA,1,,0,0,NA,,NA,Mara,0
RCT0087,1,continuous,2,5,9,96,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0066,2,continuous,2,5,9,69,yes_vacc,1,1,yes_card,0,1,NA,no,1,Mara,0
RCT0065,4,continuous,2,5,9,69,yes_vacc,4,0,yes_card,0,0,NA,no,4,Mara,0
RCT0064,1,continuous,2,5,9,69,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,0
RCT0063,2,continuous,2,5,9,69,no_vacc,NA,2,,2,0,NA,,NA,Mara,0
RCT0062,5,continuous,2,5,9,69,yes_vacc,4,1,yes_card,0,4,NA,no,1,Mara,0
